ID	姓名	武力	智力	统御	攻击速度	移动速度	攻击距离	攻击范围	资源ID	体积	技能特效	技能缩放比例	品质	阵营ID	武将类型	人物描述	阵型ID	阵型	缘分ID	分解获得基础铜钱数	头像	卡牌	卡牌1	卡牌2	卡牌3	卡牌4	卡牌5	卡牌6	卡牌7	剧情对话头像	声效	偏将加成	空行
80	손상향	91	93	89	1	95	400	300	shunshangxiang_plist	50	moyun_plist		5	1	30003	주유에 의해 유비와 부부의 연을 맺음. 유비와 부부가 된 후 모략을 써 유비를 도와 형주를 탈환 함.	6	ArmyFormation/heyizhen.tmx	40013	5000	heroHead/50008.png	heroCard/40008.png								Dialogue/sunshangxiang.png	sound/skillRelasebefor/sunshangxiang/sunshangxiang.mp3	0.12	
81	강유	96	99	96	1	95	400	300	liubei_plist	50	mozhua_plist		5	1	30002	촉의 북벌 시， 제갈량에 의해  중용되어<병서이십사편>을 전수 받음. 촉 후기의 대장군.	3	ArmyFormation/yanxingzhen.tmx	40015	2000	heroHead/50081.png	heroCard/40081.png									sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.12	
82	제갈과	76	98	96	1	85	400	400	huangyueyin_plist	50	mozhua_plist		5	1	30002	제갈량과 황월영의 딸. 성도에서 전란을 피하며 선도를 수련해 하늘로 올라가 신선이 되었다 함.	4	ArmyFormation/yuanxingzhen.tmx	40019	2000	heroHead/50014.png	heroCard/40014.png									sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.12	
83	방통	77	109	100	1	85	400	400	simayi_plist	50	mozhua_plist		5	1	30002	와룡봉추의 봉추로 조조진영에 들어가 연환계로 조조군을 대패시킴. 후에 유비를 도와 촉의 근간을 마련.	4	ArmyFormation/yuanxingzhen.tmx	40020	2000	heroHead/50015.png	heroCard/40015.png									sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.12	
84	황충	106	82	89	1	100	140	300	xiahoudun_plist	50	ziyun_plist		5	1	30001	유비에게 투항 후 수 많은 전공을 세웠으며 정군산 전투에서 위력을 크게 떨치고 하후연을 격파 함.	1	ArmyFormation/zhuixingzhen.tmx	40021	2000	heroHead/50016.png	heroCard/40016.png									sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.12	
85	동탁	101	71	100	1	95	140	300	dongzuo_plist	50	ziyun_plist		5	4	30001	폭군. 법령을 마음대로 바꾸어 국가를 어지럽히고 조정의 대권을 장악. 낙양에 불을 지르고 학살을 자행.	6	ArmyFormation/zhuixingzhen.tmx	40002	5000	heroHead/50023.png	heroCard/40023.png									sound/skillRelasebefor/dongzhuo/dongzhuo.mp3	0.12	
86	여포	115	78	98	1	100	140	300	lvbu_plist	50	ziyun_plist		5	4	30001	인중여포라 할만큼 천하무쌍의 맹장으로 그의 방천화극을 상대할 적이 없는 삼국시대 최고의 맹장.	6	ArmyFormation/zhuixingzhen.tmx	40003	5000	heroHead/50024.png	heroCard/40024.png								Dialogue/lvbu.png	sound/skillRelasebefor/lvbu/lvbu.mp3	0.12	
87	초선	89	103	87	1	85	400	300	diaocan_plist	50	moyun_plist		5	4	30003	의부에 보답하기 위해 동탁을 미인계로 유혹해 시해하고 여포와 부부의 연을 맺음. 중국 사대 미녀 중 한명.	1	ArmyFormation/changshezhen.tmx	40004	5000	heroHead/50025.png	heroCard/40025.png									sound/skillRelasebefor/diaochan/diaochan.mp3	0.12	
88	장각	73	111	108	1	85	400	400	sunquan_plist	50	mozhua_plist		5	4	30002	태평도의 창시자. 스스로 대현양사라 칭했으며 후한 말 농민을 규합하여 한왕조 타도를 목표로 거병.	1	ArmyFormation/changshezhen.tmx	40028	5000	heroHead/50026.png	heroCard/40026.png								Dialogue/zhangjiao.png	sound/skillRelasebefor/zhangjiao/zhangjiao.mp3	0.12	
89	채문희	76	99	85	1	85	400	300	zhengmi_plist	50	huangbao_plist		5	4	30004	채옹의 딸. 흉노 좌현왕에게 포로로 잡혀 갔다가 조조가 북방을 정벌하고 승상이 되었을 때 되찾아 옴.	4	ArmyFormation/yuanxingzhen.tmx	40030	5000	heroHead/50028.png	heroCard/40028.png									sound/skillRelasebefor/caiwenji/caiwenji.mp3	0.12	
90	여령기	108	81	88	1	100	140	300	diaocan_plist	50	ziyun_plist		5	4	30001	여포의 딸. 부친만큼은 아니지만 여성임에도 불구하고 천 명을 대적할 수 있을 만큼 용맹함.	2	ArmyFormation/gouxingzhen.tmx	40031	5000	heroHead/50029.png	heroCard/40029.png								Dialogue/lvlingqi.png	sound/skillRelasebefor/lvlingqi/lvlingqi.mp3	0.12	
91	화타	69	108	81	1	85	400	300	liubei_plist	50	huangbao_plist		5	4	30004	신의 화타. 마비산과 오금희의 창시자. 삼국제일의 명의로 관우의 독상과 조조의 두통을 치료함.	1	ArmyFormation/changshezhen.tmx	40032	5000	heroHead/50030.png	heroCard/40030.png									sound/skillRelasebefor/huatuo/huatuo.mp3	0.12	
92	축융	89	96	83	1	100	400	300	huangyueyin_plist	50	xuanwo_plist		5	4	30002	만왕 맹획의 아내. 만왕과 함께 남중의 땅을 통치하며 백성을 자식처럼 사랑해 민심을 크게 얻음.	6	ArmyFormation/zhuixingzhen.tmx	40037	2000	heroHead/50035.png	heroCard/40035.png									sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.12	
93	조조	89	89	99	1	95	400	300	chaochao_plist	50	mozhua_plist		5	3	30002	난세의 간웅. 삼국의 군사전문가， 정치가， 문학가로， 중국 북방을 통일하고 위 건국의 기반을 다짐.	4	ArmyFormation/heyizhen.tmx	40047	5000	heroHead/50045.png	heroCard/40045.png								Dialogue/caocao.png	sound/skillRelasebefor/caocao/caocao.mp3	0.12	
94	사마의	81	110	102	1	85	400	400	simayi_plist	50	mozhua_plist		5	3	30002	위나라 사대 국정 보좌의 중신. 후기 위나라 조정을 장악하며， 평생동안 수 차례 제갈량과 대적 함.	4	ArmyFormation/yuanxingzhen.tmx	40048	5000	heroHead/50046.png	heroCard/40046.png									sound/skillRelasebefor/simayi/simayi.mp3	0.12	
95	견희	83	107	89	1	95	400	400	zhengmi_plist	50	mozhua_plist		5	3	30002	문소황후 견씨. 어릴 때부터 백성을 살필 줄 알았으며 조비의 정비로 조비가 황제에 오르자 황후가 됨.	3	ArmyFormation/yanxingzhen.tmx	40049	5000	heroHead/50047.png	heroCard/40047.png									sound/skillRelasebefor/zhengji/zhengji.mp3	0.12	
96	하후돈	104	79	90	1	100	140	300	xiahoudun_plist	50	ziyun_plist		5	3	30001	조조의 심복. 위나라의 맹장으로 여포 토벌전에서 화살에 맞아 왼쪽눈을 실명함.	6	ArmyFormation/zhuixingzhen.tmx	40050	5000	heroHead/50048.png	heroCard/40048.png									sound/skillRelasebefor/xiahoudun/xiahoudun.mp3	0.12	
97	장료	106	89	97	1	95	140	300	zhaoyun_plist	50	ziyun_plist		5	3	30001	오자양장의 우두머리. 합비전투에서 팔백을 이끌고 손권을 습격해 손권의 두 부장을 참살함.	1	ArmyFormation/changshezhen.tmx	40051	5000	heroHead/50049.png	heroCard/40049.png									sound/skillRelasebefor/zhangliao/zhangliao.mp3	0.12	
98	사마소	78	100	96	1	95	400	300	liubei_plist	50	mozhua_plist		5	3	30002	서진의 초대 황제. 조모가 사병 300명을 동원하여 암살하려다가 오히려 참살 됨.	5	ArmyFormation/heyizhen.tmx	40057	2000	heroHead/50055.png	heroCard/40055.png									sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.12	
99	등애	101	81	91	1	95	400	300	simayi_plist	50	moyun_plist		5	3	30003	사마의의 추천으로 위 후기 정세 안정에 중요한 역할을 하였으며 후에 촉한 황제 유선을 항복하게 함.	3	ArmyFormation/yanxingzhen.tmx	40058	2000	heroHead/50056.png	heroCard/40056.png									sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.12	
100	장춘화	69	97	85	1	85	400	400	zhengmi_plist	50	huangbao_plist		5	3	30004	사마의의 아내. 강직하고 지혜로운 사람으로， 사마사， 사마소， 사마간 세 아들 모두 문무에 출중함.	1	ArmyFormation/changshezhen.tmx	40059	2000	heroHead/50057.png	heroCard/40057.png									sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.12	
101	하후연	105	78	94	1	100	140	300	xiahoudun_plist	50	ziyun_plist		5	3	30001	매우 뛰어난 장수로 기동전에 능하고 흥고전투에서 한수를 격파해 양주 각 부족들의 간담을 서늘하게 함.	1	ArmyFormation/gouxingzhen.tmx	40062	2000	heroHead/50060.png	heroCard/40060.png									sound/skillRelasebefor/tongyongnan/tongyongnan6.mp3	0.12	
102	순유	69	98	91	1	95	400	300	sunquan_plist	50	moyun_plist		5	3	30003	순욱의 조카. 주도면밀한 계책과 기밀 유지에 뛰어나 조조를 따라 출정하여 공을 세움.	3	ArmyFormation/heyizhen.tmx	40063	500	heroHead/50061.png	heroCard/40061.png									sound/skillRelasebefor/tongyongnan/tongyongnan5.mp3	0.12	
103	순욱	76	97	88	1	85	400	400	simayi_plist	50	mozhua_plist		5	3	30002	순씨 팔룡 중 한명으로 조조에게 곽희， 진군， 두기， 사마의 등 명사를 추천했으며 후에 위나라 중신이 됨.	3	ArmyFormation/changshezhen.tmx	40064	500	heroHead/50062.png	heroCard/40062.png									sound/skillRelasebefor/tongyongnan/tongyongnan3.mp3	0.12	
104	가후	76	113	100	1	85	400	400	sunquan_plist	50	mozhua_plist		5	3	30002	동탁의 사후 여포를 쫓아내는데 성공하고 조위에 투항한 후 이간계로 마초와 한수 군단을 무찌름.	3	ArmyFormation/changshezhen.tmx	40067	500	heroHead/50065.png	heroCard/40065.png									sound/skillRelasebefor/tongyongnan/tongyongnan2.mp3	0.12	
105	손권	83	88	93	1	95	400	300	sunquan_plist	50	moyun_plist		5	2	30003	오나라 초대 황제. 형 손책의 사후 강동을 지배하며 유비와 연합하여 적벽에서 조조의 군대를 격퇴 함.	3	ArmyFormation/yanxingzhen.tmx	40069	5000	heroHead/50067.png	heroCard/40067.png									sound/skillRelasebefor/sunquan/sunquan.mp3	0.12	
106	손책	106	81	101	1	100	140	300	ganling_plist	50	ziyun_plist		5	2	30001	원술 휘하에서 많은 공적을 세우지만 견제를 받아 원술로부터 독립하여 강동을 평정함.	2	ArmyFormation/gouxingzhen.tmx	40070	5000	heroHead/50068.png	heroCard/40068.png									sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.12	
107	감녕	104	81	96	1	95	140	300	ganling_plist	50	ziyun_plist		5	2	30001	유수구에서 조조군을 공격하고 합비대전에서 혁혁한 전공을 세움. 위의 장료와 필적한다는 명성을 얻음.	5	ArmyFormation/heyizhen.tmx	40005	5000	heroHead/50069.png	heroCard/40069.png									sound/skillRelasebefor/ganning/ganning.mp3	0.12	
108	태사자	103	79	94	1	100	140	300	zhaoyun_plist	50	ziyun_plist		5	2	30001	공융을 구하기 위해 항건적의 포위를 뚫고 유비를 찾아간 것으로 유명. 후에 손책에게 귀의하였음.	6	ArmyFormation/zhuixingzhen.tmx	40071	5000	heroHead/50070.png	heroCard/40070.png									sound/skillRelasebefor/taishici/taishici.mp3	0.12	
109	주유	87	107	102	1	85	400	400	zhouyu_plist	50	huoyan_plist		5	2	30002	동오의 대도독. 문무에 능하고 손책과 형제처럼 가까이 지냈으며 적벽에서 화공으로 위군을 대파 함.	1	ArmyFormation/changshezhen.tmx	40006	5000	heroHead/50071.png	heroCard/40071.png									sound/skillRelasebefor/zhouyu/zhouyu.mp3	0.12	
110	대교	82	98	91	1	85	400	300	zhengmi_plist	50	huangbao_plist		5	2	30004	학식과 교양이 있고 음률과 시문에 정통하며 후에 강동 "소패왕" 손책의 아내가 됨	1	ArmyFormation/changshezhen.tmx	40072	5000	heroHead/50052.png	heroCard/40052.png									sound/skillRelasebefor/daxiaoqiao/qiao.mp3	0.12	
111	소교	81	99	93	1	85	400	300	zhengmi_plist	50	huangbao_plist		5	2	30004	언니 대교와 함께 절세 미인으로 알려짐. 주유의 아내로 부부 금슬 매우 좋았다고 함.	4	ArmyFormation/yuanxingzhen.tmx	40073	5000	heroHead/50072.png	heroCard/40072.png									sound/skillRelasebefor/daxiaoqiao/qiao.mp3	0.12	
112	여몽	102	84	99	1	95	140	400	ganling_plist	50	ziyun_plist		5	2	30001	주유와 정보를 따라 적벽대전에서 조조를 대파. 형주 전투에서 관우에게 승리해 강동의 판도를 크게 함.	6	ArmyFormation/heyizhen.tmx	40074	5000	heroHead/50074.png	heroCard/40074.png									sound/skillRelasebefor/lvmeng/lvmeng.mp3	0.12	
113	손견	101	71	89	1	95	140	300	zhaoyun_plist	50	ziyun_plist		5	2	30001	비범한 용모에 활달한 성격의 군웅. 반동탁 연합군이 동탁을 토벌할 때 동탁과 여포의 군대를 노략함.	5	ArmyFormation/heyizhen.tmx	40077	2000	heroHead/50077.png	heroCard/40077.png								Dialogue/sunjian.png	sound/skillRelasebefor/tongyongnan/tongyongnan4.mp3	0.12	
114	초선(환)	99	113	112	1	85	400	300	diaocan_plist	50	moyun_plist		6	4	30003	환화초선은 삼국시대 가장 아름다운 여인으로， 뛰어난 심리전술과 매혹술을 갖추고， 여포와 은거 중， 장각에 붙잡혀 마녀가 되었다.	1	ArmyFormation/changshezhen.tmx	40089	5000	heroHead/60114.png	heroCard/11460.png	heroCard/11461.png	heroCard/11462.png	heroCard/11463.png	heroCard/11464.png	heroCard/11465.png	heroCard/11466.png	heroCard/11467.png		sound/skillRelasebefor/diaochan/diaochan.mp3	0.15	
115	축융(환)	106	105	110	1	100	400	300	huangyueyin_plist	50	xuanwo_plist		6	4	30002	환화축융은 화신의 후예로서 불의 힘을 전승하였다， 최고의 반격능력을 갖추었으며， 천자의 명을 받든 일곱 장군의 하나이다.	6	ArmyFormation/zhuixingzhen.tmx	40090	2000	heroHead/60115.png	heroCard/11560.png	heroCard/11561.png	heroCard/11562.png	heroCard/11563.png	heroCard/11564.png	heroCard/11565.png	heroCard/11566.png	heroCard/11567.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
116	소교(환)	96	115	109	1	85	400	300	zhengmi_plist	50	huangbao_plist		6	2	30004	환화소교는 삼국시대 사대 미인으로， 동오의 초선으로 불린다. 치료술에 뛰어나다. 동서정벌 이후 주유와 결혼하였다.	4	ArmyFormation/yuanxingzhen.tmx	40091	5000	heroHead/60116.png	heroCard/11660.png	heroCard/11661.png	heroCard/11662.png	heroCard/11663.png	heroCard/11664.png	heroCard/11665.png	heroCard/11666.png	heroCard/11667.png		sound/skillRelasebefor/daxiaoqiao/qiao.mp3	0.15	
117	장비(환)	118	91	113	1	100	140	300	shunshangxiang_plist	50	ziyun_plist		6	1	30001	환화장비는 당시의 맹장으로서 온몸에 호랑이의 힘을 갖추어서 상대할 자가 없었으나， 관청의 압박에 못이겨 산도적이 되었다.	2	ArmyFormation/gouxingzhen.tmx	40092	5000	heroHead/60117.png	heroCard/11760.png	heroCard/11761.png	heroCard/11762.png	heroCard/11763.png	heroCard/11764.png	heroCard/11765.png	heroCard/11766.png	heroCard/11767.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
118	손상향(환)	104	117	107	1	95	400	300	diaocan_plist	50	moyun_plist		6	1	30003	환화손상향은 동오의 군주로서 삼국시대에서 드물게 미와무를 겸비하고 있으며， 그 재수는 오라비니 손책에게서 물려 받았다.	3	ArmyFormation/heyizhen.tmx	40093	5000	heroHead/60118.png	heroCard/11860.png	heroCard/11861.png	heroCard/11862.png	heroCard/11863.png	heroCard/11864.png	heroCard/11865.png	heroCard/11866.png	heroCard/11867.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
119	유비(환)	105	100	117	1	95	140	300	shunshangxiang_plist	50	ziyun_plist		6	1	30001	환화유비는 촉의 창시자로 인자의 마음을 가지고 나라를 다스리고 백성을 편안하게 하였다. 시장에서 짚신을 팔다가 주인공을 따르면서 자기의 재능을 인정 받게되었다.	5	ArmyFormation/heyizhen.tmx	40094	5000	heroHead/60119.png	heroCard/11960.png	heroCard/11961.png	heroCard/11962.png	heroCard/11963.png	heroCard/11964.png	heroCard/11965.png	heroCard/11966.png	heroCard/11967.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
120	제갈량(환)	92	120	120	1	85	400	400	zhengmi_plist	50	jianshu_plist		6	1	30003	환화제갈량은 삼국시대의 수석 책사로 천문과지리를 통달하고， 자연의 힘을 빌어 싸우는 능력이 뛰어나다. 천자의 명을 받든 일곱 장군의 하나이다.	3	ArmyFormation/changshezhen.tmx	40095	5000	heroHead/60120.png	heroCard/12060.png	heroCard/12061.png	heroCard/12062.png	heroCard/12063.png	heroCard/12064.png	heroCard/12065.png	heroCard/12066.png	heroCard/12067.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
121	여령기(환)	115	109	114	1	100	140	300	shunshangxiang_plist	50	ziyun_plist		6	4	30001	환화여령기는 남화노산의 제자로 신술을 익혔다. 이 신술은 평범한 사람에게는 사용을 못하지만， 힘으로는 일반 사람이 상대할 수 없다.	2	ArmyFormation/gouxingzhen.tmx	40096	5000	heroHead/60121.png	heroCard/12160.png	heroCard/12161.png	heroCard/12162.png	heroCard/12163.png	heroCard/12164.png	heroCard/12165.png	heroCard/12166.png	heroCard/12167.png		sound/skillRelasebefor/lvlingqi/lvlingqi.mp3	0.15	
122	하후돈(환)	113	94	112	1	100	140	300	shunshangxiang_plist	50	ziyun_plist		6	3	30001	환화하후돈은 힘으로는 상대할 적이 없었고， 조조의 북방통일에 중요한 역할을 발휘하였다. 조조가 죽은 후 천명장군을 따라 장각을 토벌하였다.	6	ArmyFormation/zhuixingzhen.tmx	40097	5000	heroHead/60122.png	heroCard/12260.png	heroCard/12261.png	heroCard/12262.png	heroCard/12263.png	heroCard/12264.png	heroCard/12265.png	heroCard/12266.png	heroCard/12267.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
123	견희(환)	93	118	115	1	95	400	400	huangyueyin_plist	50	mozhua_plist		6	3	30002	환화견회는 낙수여신의 전생으로 타고나여， 신법과， 결빙신술의 사용에 능하다. 천자의 명을 받든 일곱 장군의 하나이다.	3	ArmyFormation/yanxingzhen.tmx	40098	5000	heroHead/60123.png	heroCard/12360.png	heroCard/12361.png	heroCard/12362.png	heroCard/12363.png	heroCard/12364.png	heroCard/12365.png	heroCard/12366.png	heroCard/12367.png		sound/skillRelasebefor/zhengji/zhengji.mp3	0.15	
124	채문희(환)	95	114	112	1	85	400	300	zhengmi_plist	50	huangbao_plist		6	4	30004	환화채문희는 시와 가무에 뛰어난 재능을 갖추고， 천문지리를 통달하였다. 전쟁터에서 의원으로 앞장섰다.	4	ArmyFormation/yuanxingzhen.tmx	40099	5000	heroHead/60124.png	heroCard/12460.png	heroCard/12461.png	heroCard/12462.png	heroCard/12463.png	heroCard/12464.png	heroCard/12465.png	heroCard/12466.png	heroCard/12467.png		sound/skillRelasebefor/caiwenji/caiwenji.mp3	0.15	
125	주유(환)	101	119	119	1	85	400	400	huangyueyin_plist	50	huoyan_plist		6	2	30002	환화주유는 지혜와 수려한 용모， 힘을 한몸에 겸비한 명장으로， 화공에 뛰어나고， 장각 토벌 전쟁에서 그  재능을 충분히 발휘하였다.	1	ArmyFormation/changshezhen.tmx	40100	5000	heroHead/60125.png	heroCard/12560.png	heroCard/12561.png	heroCard/12562.png	heroCard/12563.png	heroCard/12564.png	heroCard/12565.png	heroCard/12566.png	heroCard/12567.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
126	장료(환)	115	103	110	1	95	140	300	shunshangxiang_plist	50	ziyun_plist		6	3	30001	환화장료는 조조 수하 중 최강 무장 중 하나로서， 지략이 뛰어나고， 조조의 북방통일에 중요한 역할을 하였다.	1	ArmyFormation/changshezhen.tmx	40101	5000	heroHead/60126.png	heroCard/12660.png	heroCard/12661.png	heroCard/12662.png	heroCard/12663.png	heroCard/12664.png	heroCard/12665.png	heroCard/12666.png	heroCard/12667.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
127	관우(환)	116	102	111	1	100	140	300	shunshangxiang_plist	50	ziyun_plist		6	1	30001	환화관우는 오호대장군의 수석장군으로， 후세에 무신으로 불리고， 일당만의 기백을 갖춘 삼국시대 최고의 무장이다. 천자의 명을 받든 일곱 장군의 하나이다.	6	ArmyFormation/zhuixingzhen.tmx	40102	5000	heroHead/60127.png	heroCard/12760.png	heroCard/12761.png	heroCard/12762.png	heroCard/12763.png	heroCard/12764.png	heroCard/12765.png	heroCard/12766.png	heroCard/12767.png		sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
128	조조(환)	102	107	113	1	95	400	300	huangyueyin_plist	50	mozhua_plist		6	3	30002	환화조조는 삼국시대 유명한 정치가 및 군사가로， 한때 북방을 통일하였으나， 장각이 판견한 좀비 군대에 의해 패배하여 죽게 된다.	1	ArmyFormation/heyizhen.tmx	40106	5000	heroHead/60128.png	heroCard/12860.png	heroCard/12861.png	heroCard/12862.png	heroCard/12863.png	heroCard/12864.png	heroCard/12865.png	heroCard/12866.png	heroCard/12867.png	Dialogue/caocao.png	sound/skillRelasebefor/tongyongnv/tongyongnv.mp3	0.15	
