英雄ID	阶级	展示名称	主动技能ID	被动技能1ID	被动技能2ID	被动技能3ID	空行															
107	5	성•감녕	102107	10	11																	
107	6	왕•감녕	102107	10	11	12																
107	7	황•감녕	103107	10	11	12																
108	1	태사자	100108																			
108	2	진•태사자	100108	10																		
108	3	귀•태사자	101108	10																		
108	4	신•태사자	101108	10	11																	
108	5	성•태사자	102108	10	11																	
108	6	왕•태사자	102108	10	11	12																
108	7	황•태사자	103108	10	11	12																
109	1	주유	200109																			
109	2	진•주유	200109	4																		
109	3	귀•주유	201109	4																		
109	4	신•주유	201109	4	5																	
109	5	성•주유	202109	4	5																	
109	6	왕•주유	202109	4	5	6																
109	7	황•주유	203109	4	5	6																
110	1	대교	400110																			
110	2	진•대교	400110	7																		
110	3	귀•대교	401110	7																		
110	4	신•대교	401110	7	8																	
110	5	성•대교	402110	7	8																	
110	6	왕•대교	402110	7	8	9																
110	7	황•대교	403110	7	8	9																
111	1	소교	400111																			
111	2	진•소교	400111	7																		
111	3	귀•소교	401111	7																		
111	4	신•소교	401111	7	8																	
111	5	성•소교	402111	7	8																	
111	6	왕•소교	402111	7	8	9																
111	7	황•소교	403111	7	8	9																
112	1	여몽	100112																			
112	2	진•여몽	100112	10																		
112	3	귀•여몽	101112	10																		
112	4	신•여몽	101112	10	11																	
112	5	성•여몽	102112	10	11																	
112	6	왕•여몽	102112	10	11	12																
112	7	황•여몽	103112	10	11	12																
113	1	손견	100113																			
113	2	진•손견	100113	10																		
113	3	귀•손견	101113	10																		
113	4	신•손견	101113	10	11																	
113	5	성•손견	102113	10	11																	
113	6	왕•손견	102113	10	11	12																
113	7	황•손견	103113	10	11	12																
114	1	초선(환)	300114,310114,320114																			
114	2	진•초선(환)	300114,310114,320114	1																		
114	3	귀•초선(환)	301114,311114,321114	1																		
114	4	신•초선(환)	301114,311114,321114	1	2																	
114	5	성•초선(환)	302114,312114,322114	1	2																	
114	6	왕•초선(환)	302114,312114,322114	1	2	3																
114	7	황•초선(환)	303114,313114,323114	1	2	3																
115	1	축융(환)	200115,210115																			
115	2	진•축융(환)	200115,210115	1																		
115	3	귀•축융(환)	201115,211115	1																		
115	4	신•축융(환)	201115,211115	1	2																	
115	5	성•축융(환)	202115,212115	1	2																	
115	6	왕•축융(환)	202115,212115	1	2	3																
115	7	황•축융(환)	203115,213115	1	2	3																
116	1	소교(환)	400116																			
116	2	진•소교(환)	400116	1																		
116	3	귀•소교(환)	401116	1																		
116	4	신•소교(환)	401116	1	2																	
116	5	성•소교(환)	402116	1	2																	
116	6	왕•소교(환)	402116	1	2	3																
116	7	황•소교(환)	403116	1	2	3																
117	1	장비(환)	100117,110117																			
117	2	진•장비(환)	100117,110117	1																		
117	3	귀•장비(환)	101117,111117	1																		
117	4	신•장비(환)	101117,111117	1	2																	
117	5	성•장비(환)	102117,112117	1	2																	
117	6	왕•장비(환)	102117,112117	1	2	3																
117	7	황•장비(환)	103117,113117	1	2	3																
118	1	손상향(환)	300118																			
118	2	진•손상향(환)	300118	1																		
118	3	귀•손상향(환)	301118	1																		
118	4	신•손상향(환)	301118	1	2																	
118	5	성•손상향(환)	302118	1	2																	
118	6	왕•손상향(환)	302118	1	2	3																
118	7	황•손상향(환)	303118	1	2	3																
119	1	유비(환)	100119,110119,120119																			
119	2	진•유비(환)	100119,110119,120119	1																		
119	3	귀•유비(환)	101119,111119,121119	1																		
119	4	신•유비(환)	101119,111119,121119	1	2																	
119	5	성•유비(환)	102119,112119,122119	1	2																	
119	6	왕•유비(환)	102119,112119,122119	1	2	3																
119	7	황•유비(환)	103119,113119,123119	1	2	3																
120	1	제갈량(환)	300120,310120																			
120	2	진•제갈량(환)	300120,310120	1																		
120	3	귀•제갈량(환)	301120,311120	1																		
120	4	신•제갈량(환)	301120,311120	1	2																	
120	5	성•제갈량(환)	302120,312120	1	2																	
120	6	왕•제갈량(환)	302120,312120	1	2	3																
120	7	황•제갈량(환)	303120,313120	1	2	3																
121	1	여령기(환)	100121,110121																			
121	2	진•여령기(환)	100121,110121	1																		
121	3	귀•여령기(환)	101121,111121	1																		
121	4	신•여령기(환)	101121,111121	1	2																	
121	5	성•여령기(환)	102121,112121	1	2																	
121	6	왕•여령기(환)	102121,112121	1	2	3																
121	7	황•여령기(환)	103121,113121	1	2	3																
122	1	하후돈(환)	100122																			
122	2	진•하후돈(환)	100122	1																		
122	3	귀•하후돈(환)	101122	1																		
122	4	신•하후돈(환)	101122	1	2																	
122	5	성•하후돈(환)	102122	1	2																	
122	6	왕•하후돈(환)	102122	1	2	3																
122	7	황•하후돈(환)	103122	1	2	3																
123	1	견희(환)	200123,210123																			
123	2	진•견희(환)	200123,210123	1																		
123	3	귀•견희(환)	201123,211123	1																		
123	4	신•견희(환)	201123,211123	1	2																	
123	5	성•견희(환)	202123,212123	1	2																	
123	6	왕•견희(환)	202123,212123	1	2	3																
123	7	황•견희(환)	203123,213123	1	2	3																
124	1	채문희(환)	400124																			
124	2	진•채문희(환)	400124	1																		
124	3	귀•채문희(환)	401124	1																		
124	4	신•채문희(환)	401124	1	2																	
124	5	성•채문희(환)	402124	1	2																	
124	6	왕•채문희(환)	402124	1	2	3																
124	7	황•채문희(환)	403124	1	2	3																
125	1	주유(환)	200125																			
125	2	진•주유(환)	200125	1																		
125	3	귀•주유(환)	201125	1																		
125	4	신•주유(환)	201125	1	2																	
125	5	성•주유(환)	202125	1	2																	
125	6	왕•주유(환)	202125	1	2	3																
125	7	황•주유(환)	203125	1	2	3																
126	1	장료(환)	100126,110126																			
126	2	진•장료(환)	100126,110126	1																		
126	3	귀•장료(환)	101126,111126	1																		
126	4	신•장료(환)	101126,111126	1	2																	
126	5	성•장료(환)	102126,112126	1	2																	
126	6	왕•장료(환)	102126,112126	1	2	3																
126	7	황•장료(환)	103126,113126	1	2	3																
127	1	관우(환)	100127,110127																			
127	2	진•관우(환)	100127,110127	1																		
127	3	귀•관우(환)	101127,111127	1																		
127	4	신•관우(환)	101127,111127	1	2																	
127	5	성•관우(환)	102127,112127	1	2																	
127	6	왕•관우(환)	102127,112127	1	2	3																
127	7	황•관우(환)	103127,113127	1	2	3																
128	1	조조(환)	200128,210128,220128																			
128	2	진•조조(환)	200128,210128,220128	1																		
128	3	귀•조조(환)	201128,211128,221128	1																		
128	4	신•조조(환)	201128,211128,221128	1	2																	
128	5	성•조조(환)	202128,212128,222128	1	2																	
128	6	왕•조조(환)	202128,212128,222128	1	2	3																
128	7	황•조조(환)	203128,213128,223128	1	2	3																
129	1	조운(환)	100129,110129																			
129	2	진•조운(환)	100129,110129	1																		
129	3	귀•조운(환)	101129,111129	1																		
